-112.14051,33.625221,"QT [Auto Diesel]-Phoenix,AZ","3806 W Greenway Rd, Phoenix,AZ 85053, Store No 477|602-493-4047"
-112.220452,33.492268,"QT-Phoenix,AZ","3855 N 75th Ave, Phoenix,AZ 85033, Store No 481|602-749-1078"
-111.995486,33.626178,"QT-Phoenix,AZ","4011 E Greenway Rd, Phoenix,AZ 85032, Store No 476|623-582-9215"
-112.012609,33.40705,"QT [Auto Diesel]-Phoenix,AZ","4075 S 32nd St, Phoenix,AZ 85040, Store No 432|602-943-0750"
-112.1514067,33.4949152,"QT [Auto Diesel]-Phoenix,AZ","4275 W Indian School Rd, Phoenix,AZ 85019, Store No 443|602-269-1714"
-111.979847,33.37797,"QT-Phoenix,AZ","4725 E Baseline Rd, Phoenix,AZ 85042, Store No 463|602-249-8197"
-112.203683,33.465982,"QT-Phoenix,AZ","6702 W Mcdowell, Phoenix,AZ 85035, Store No 451|602-272-4146"
-112.204031,33.437039,"QT-Phoenix,AZ","6705 W Buckeye Rd, Phoenix,AZ 85043, Store No 409|602-268-0629"
-112.117155,33.553227,"QT-Phoenix,AZ","8004 N 27th Ave, Phoenix,AZ 85051, Store No 412|623-478-7433"
-112.065124,33.557169,"QT-Phoenix,AZ","8233 N 7th St, Phoenix,AZ 85020, Store No 479|602-843-1365"
-112.237588,33.465045,"QT [Auto Diesel]-Phoenix,AZ","8283 W McDowell Rd, Phoenix,AZ 85037, Store No 449|623-247-1473"
-112.0996689,33.5680443,"QT [Auto Diesel]-Phoenix,AZ","9010 N 19th Ave, Phoenix,AZ 85021, Store No 405|602-957-3121"
-112.256329,33.494318,"QT [Auto Diesel]-Phoenix,AZ","9120 W Indian School Rd, Phoenix,AZ 85037, Store No 487|602-548-7146"
-111.586349,33.181006,"QT-Queen Creek,AZ","1766 W Hunt Hwy, Queen Creek,AZ 85242, Store No 495|480-655-5728"
-111.637709,33.24869,"QT-Queen Creek,AZ","22185 S Ellsworth Loop Rd, Queen Creek,AZ 85142, Store No 474|480-987-9061"
-112.305876,33.638909,"QT-Surprise,AZ","11420 W Bell Rd, Surprise,AZ 85374, Store No 494|623-972-0266"
-112.361576,33.647097,"QT [Auto Diesel]-Surprise,AZ","14007 W Grand Ave, Surprise,AZ 85374, Store No 410|623-556-0238"
-111.921952,33.407706,"QT-Tempe,AZ","1106 E Broadway Rd, Tempe,AZ 85282, Store No 408|480-755-1242"
-111.958987,33.349205,"QT [Auto Diesel]-Tempe,AZ","1190 W Elliot Rd, Tempe,AZ 85284, Store No 1420|480-449-0217"
-111.926275,33.445799,"QT-Tempe,AZ","1545 N Scottsdale Rd, Tempe,AZ 85281, Store No 429|480-753-1106"
-111.970874,33.421803,"QT-Tempe,AZ","2111 W University Drive, Tempe,AZ 85281, Store No 400|480-945-0730"
-111.893657,33.422061,"QT [Auto Diesel]-Tempe,AZ","2150 E University Dr, Tempe,AZ 85281, Store No 1400|480-838-1090"
-111.892225,33.392815,"QT [Auto Diesel]-Tempe,AZ","2195 E Southern Ave, Tempe,AZ 85282, Store No 460|480-921-2937"
-111.960689,33.389074,"QT-Tempe,AZ","3875 S Priest Dr, Tempe,AZ 85282, Store No 467|480-831-3049"
-111.954478,33.334221,"QT-Tempe,AZ","8810 S Hardy Dr, Tempe,AZ 85284, Store No 462|480-966-2738"
-111.928153,33.378387,"QT-Tempe,AZ","918 E Baseline Rd, Tempe,AZ 85283, Store No 441|480-967-0072"
-112.272373,33.449675,"QT-Tolleson,AZ","297 N 99th Ave, Tolleson,AZ 85353, Store No 471|623-907-0024"
-112.238984,33.437158,"QT-Tolleson,AZ","8302 W Buckeye Rd, Tolleson,AZ 85353, Store No 422|623-478-0662"
-110.774246,32.191742,"QT [Auto Diesel]-Tucson,AZ","10230 E Golf Links Rd, Tucson,AZ 85730, Store No 1487|520-741-1776"
-110.827195,32.205787,"QT-Tucson,AZ","1250 S Pantano Rd, Tucson,AZ 85710, Store No 1460|520-294-3446"
-110.994087,32.177841,"QT [Auto Diesel]-Tucson,AZ","1375 W Ajo Way, Tucson,AZ 85713, Store No 1470|520-298-9347"
-110.90949,32.205193,"QT [Auto/Truck Diesel]-Tucson,AZ","1401 S Alvernon Way, Tucson,AZ 85711, Store No 1461|520-747-3027"
-110.995189,32.2503516,"QT [Auto Diesel]-Tucson,AZ","1425 W Grant Rd, Tucson,AZ 85745, Store No 1492|520-886-6321"
-110.875277,32.200059,"QT-Tucson,AZ","1884 S Craycroft Rd, Tucson,AZ 85711, Store No 1453|520-624-4482"
-110.845874,32.244597,"QT-Tucson,AZ","1925 N Kolb Rd, Tucson,AZ 85715, Store No 1493|520-546-5135"
-110.936992,32.163675,"QT [Auto Diesel]-Tucson,AZ","2345 E Irvington Rd, Tucson,AZ 85714, Store No 1490|520-790-0082"
-110.960972,32.257884,"QT [Auto Diesel]-Tucson,AZ","2802 N 1St Ave, Tucson,AZ 85719, Store No 1454|520-293-1782"
-110.9776077,32.2650757,"QT [Auto Diesel]-Tucson,AZ","3200 N Oracle Rd, Tucson,AZ 85705, Store No 1464|520-623-1441"
-111.037859,32.133124,"QT [Auto Diesel]-Tucson,AZ","3345 W Valencia Rd, Tucson,AZ 85746, Store No 1482|520-293-3568"
-111.0383759,32.3382225,"QT [Auto Diesel]-Tucson,AZ","3390 W Ina Rd, Tucson,AZ 85741, Store No 1483|520-325-3047"
-110.842053,32.2971,"QT [Auto Diesel]-Tucson,AZ","3636 N Cratcroft Rd, Tucson,AZ 85750, Store No 1479|520-514-0464"
-110.88221,32.236573,"QT-Tucson,AZ","5151 E Speedway Blvd, Tucson,AZ 85711, Store No 1452|520-529-5643"
-111.08432,32.359165,"QT [Auto Diesel]-Tucson,AZ","5565 W Cortaro Farms Rd, Tucson,AZ 85742, Store No 1456|520-886-2019"
-110.856136,32.192083,"QT [Auto Diesel]-Tucson,AZ","6385 E Golf Links Rd, Tucson,AZ 85730, Store No 1496|520-883-4509"
-110.9898198,32.1334662,"QT [Auto Diesel]-Tucson,AZ","6520 S I-19 Frontage Rd, Tucson,AZ 85756, Store No 1463|520-573-1077"
-110.972996,32.296717,"QT [Auto Diesel]-Tucson,AZ","68 W River Rd, Tucson,AZ 85704, Store No 1450|520-744-0844"
-110.810436,32.220872,"QT [Auto Diesel]-Tucson,AZ","8530 E Broadway Blvd, Tucson,AZ 85710, Store No 1476|520-797-6963"
-112.302261,33.606011,"QT [Auto Diesel]-Youngtown,AZ","11309 Nw Grand Ave, Youngtown,AZ 85363, Store No 468|623-875-6113"
-112.308825,33.565531,"QT [Auto Diesel]-Youngtown,AZ","11604 W Olive Ave, Youngtown,AZ 85363, Store No 453|623-977-5533"
-84.69947,34.049498,"QT-Acworth,GA","3888 Cobb Pkwy, Acworth,GA 30101, Store No 811|770-529-9434"
-84.583531,34.088493,"QT-Acworth,GA","6090 Hwy 92, Acworth,GA 30102, Store No 793|678-445-8111"
-84.907409,34.379266,"QT Travel Center-Adairsville,GA","961 Hwy 140 NW [I-75 Exit 140], Adairsville,GA 30103, Store No 757|770-877-5678"
-84.223485,34.046772,"QT-Alpharetta,GA","10920 State Bridge Rd, Alpharetta,GA 30005, Store No 716|770-664-7923"
-84.293866,34.066822,"QT-Alpharetta,GA","11700 Haynes Bridge Rd, Alpharetta,GA 30005, Store No 765|770-752-9890"
-84.319949,34.040609,"QT [Auto Diesel]-Alpharetta,GA","1590 Mansell Rd, Alpharetta,GA 30009, Store No 843|770-640-6263"
-84.2691332,34.0689381,"QT-Alpharetta,GA","3190 Old Milton Pkwy, Alpharetta,GA 30009, Store No 782|770-753-2671"
-83.35949,33.948515,"QT [Auto Diesel]-Athens,GA","1240 Oconee Connector, Athens,GA 30606, Store No 819|706-546-5733"
-84.335764,33.806894,"QT-Atlanta,GA","1836 Briarcliff Rd, Atlanta,GA 30329, Store No 745|404-325-1931"
-84.32807,33.826958,"QT-Atlanta,GA","2375 N Druid Hill Rd Ne, Atlanta,GA 30329, Store No 723|404-315-6700"
-84.311784,33.837132,"QT [Auto Diesel]-Atlanta,GA","2746 Clairmont Rd NE, Atlanta,GA 30329, Store No 838|404-636-7996"
-84.470953,33.865599,"QT-Atlanta,GA","2804 Paces Ferry Rd NW, Atlanta,GA 30339, Store No 729|770-432-9908"
-84.2745667,33.8796616,"QT-Atlanta,GA","2805 Chamblee Tucker Rd, Atlanta,GA 30341, Store No 709|770-455-1868"
-84.329257,33.842649,"QT-Atlanta,GA","3292 Buford Hwy NE, Atlanta,GA 30329, Store No 721|404-633-6193"
-84.308629,33.861162,"QT-Atlanta,GA","4050 Buford Hwy Ne, Atlanta,GA 30345, Store No 797|404-325-3325"
-84.573037,33.730417,"QT Travel Center-Atlanta,GA","5705 Fulton Industrial Blvd [I-20 Exit 49], Atlanta,GA 30336, Store No 777|404-344-3440"
-84.362716,33.825695,"QT-Atlanta,GA","761 Sidney Marcus Blvd, Atlanta,GA 30324, Store No 744|404-240-0089"
-84.3865204,33.7778282,"QT-Atlanta,GA","855 Peachtree St, Atlanta,GA 30308, Store No 1700|404-748-4554"
-84.564179,33.776583,"QT-Austell,GA","291 Six Flags Dr, Austell,GA 30168, Store No 742|770-944-0781"
-84.59105,33.856727,"QT-Austell,GA","3964 Floyd Rd, Austell,GA 30106, Store No 733|770-805-6312"
-83.994241,34.05141,"QT-Buford,GA","2900 Buford Dr, Buford,GA 30519, Store No 785|770-831-1450"
-83.997933,34.089749,"QT-Buford,GA","4080 Buford Dr, Buford,GA 30518, Store No 786|678-714-8999"
-83.965298,34.14477,"QT [Auto Diesel]-Buford,GA","927 Gainesville Hwy, Buford,GA 30518, Store No 824|678-889-4902"
-84.4700546,34.2519951,"QT [Auto Diesel]-Canton,GA","1490 Riverstone Pkwy, Canton,GA 30114, Store No 1714|770-704-4585"
-85.023352,33.605654,"QT-Carrollton,GA","1676 Bankhead Hwy, Carrollton,GA 30116, Store No 834|770-838-4957"
-84.81803,34.206865,"QT-Cartersville,GA","1364 Joe Frank Harris Pkwy, Cartersville,GA 30120, Store No 792|770-383-8950"
-84.305699,33.894556,"QT-Chamblee,GA","5347 Peachtree Industrial Blvd, Chamblee,GA 30341, Store No 773|770-452-7158"
-84.435858,33.608282,"QT-College Park,GA","5390 Riverdale Rd, College Park,GA 30349, Store No 724|770-994-0186"
-83.460798,34.250375,"QT [Auto Diesel]-Commerce,GA","30839 Hwy 441, Commerce,GA 30529, Store No 828|706-335-5316"
-84.032272,33.664513,"QT [Auto Diesel]-Conyers,GA","1340 Klondike Rd, Conyers,GA 30094, Store No 761|770-602-4596"
-83.998735,33.659255,"QT-Conyers,GA","1395 Georgia Hwy 138, Conyers,GA 30013, Store No 770|770-860-9692"
-83.976902,33.625996,"QT-Conyers,GA","2400 Salem Rd Se, Conyers,GA 30013, Store No 802|770-761-4384"
-83.826514,33.609325,"QT [Auto Diesel]-Covington,GA","11124 Hwy 142, Covington,GA 30014, Store No 821|770-787-4910"
-83.864086,33.602705,"QT-Covington,GA","3214 Hwy 278 Nw, Covington,GA 30014, Store No 798|678-625-1746"
-84.118137,34.163866,"QT-Cumming,GA","1655 Buford Hwy, Cumming,GA 30041, Store No 841|678-455-6198"
-84.088159,34.25288,"QT-Cumming,GA","2830 Keith Bridge Rd, Cumming,GA 30041, Store No 812|678-947-3808"
-83.925617,33.984012,"QT-Dacula,GA","1750 Winder Hwy, Dacula,GA 30019, Store No 766|678-377-7808"
-83.917923,34.073729,"QT-Dacula,GA","2460 Hamilton Mill Rd, Dacula,GA 30019, Store No 784|770-932-1914"
-84.824887,33.910017,"QT-Dallas,GA","491 Nathan Dean Blvd, Dallas,GA 30132, Store No 788|770-445-0294"
-84.277495,33.803912,"QT-Decatur,GA","1910 Lawrenceville Hwy, Decatur,GA 30033, Store No 741|404-633-2849"
-84.21861,33.707151,"QT-Decatur,GA","2753 Wesley Chapel Rd, Decatur,GA 30034, Store No 780|404-534-6538"
-84.236188,33.786157,"QT-Decatur,GA","3830 N Decatur Rd, Decatur,GA 30032, Store No 712|404-292-4098"
-84.26087,33.692223,"QT [Auto Diesel]-Decatur,GA","3975 Flat Shoals Pkwy, Decatur,GA 30034, Store No 736|404-241-1969"
-84.234401,33.753865,"QT-Decatur,GA","4113 Covington Hwy, Decatur,GA 30032, Store No 701|404-284-6286"
-84.24505,33.901776,"QT Travel Center-Doraville,GA","4086 Pleasantdale Rd [I-85 Exit 96], Doraville,GA 30340, Store No 707|770-447-6454"
-84.275312,33.901983,"QT [Auto Diesel]-Doraville,GA","5500 Buford Hwy Ne, Doraville,GA 30340, Store No 848|770-452-5470"
-84.265372,33.929871,"QT-Doraville,GA","6901 Peachtree Industrial Blvd, Doraville,GA 30340, Store No 734|770-368-8889"
-84.710912,33.750094,"QT-Douglasville,GA","2042 Fairburn Rd, Douglasville,GA 30135, Store No 808|678-715-3364"
-84.73698,33.729728,"QT-Douglasville,GA","2786 Chapel Hill Rd, Douglasville,GA 30134, Store No 758|770-947-0505"
-84.12381,33.943493,"QT [Auto Diesel]-Duluth,GA","1565 Pleasant Hill Rd, Duluth,GA 30096, Store No 731|770-931-5103"
-84.09755,33.97047,"QT [Auto Diesel]-Duluth,GA","2571 Satellite Blvd, Duluth,GA 30096, Store No 706|770-232-0272"
-84.160255,34.020763,"QT [Auto Diesel]-Duluth,GA","3195 Peachtree Industrial Blvd, Duluth,GA 30096, Store No 774|770-495-0370"
-84.132376,33.962249,"QT-Duluth,GA","3495 Satellite Blvd, Duluth,GA 30096, Store No 746|770-497-8933"
-84.141852,33.954167,"QT [Auto Diesel]-Duluth,GA","3844 Satellite Blvd, Duluth,GA 30096, Store No 710|770-476-7989"
-84.163716,33.976127,"QT-Duluth,GA","4006 Buford Hwy Nw, Duluth,GA 30096, Store No 831|678-417-7505"
-84.299454,33.61122,"QT Travel Center-Ellenwood,GA","I-67 at Ellenwood Dr Exit 5 [2881 Forest Pkwy], Ellenwood,GA 30294, Store No 787|404-363-6012"
-84.577082,33.537915,"QT [Auto Diesel]-Fairburn,GA","7975 Senoia Rd, Fairburn,GA 30213, Store No 825|770-892-2827"
-84.42958,33.508447,"QT-Fayetteville,GA","1846 Hwy 85 N, Fayetteville,GA 30214, Store No 807|678-817-1352"
-83.7884827,34.3163795,"QT [Auto Diesel]-Gainesville,GA","1910 Jesse Jewell Pkwy NE, Gainesville,GA 30501, Store No 847|770-531-9180"
-83.810913,34.288001,"QT [Auto Diesel]-Gainesville,GA","897 W Ridge Rd, Gainesville,GA 30501, Store No 708|770-287-1607"
-83.862633,34.222597,"QT [Auto Diesel]-Gainesville,GA","3446 Mundy Mill Rd, Gainesville,GA 30566, Store No 771|770-297-0800"
-84.452666,34.457251,"QT [Auto Diesel]-Jasper,GA","3353 Camp Rd, Jasper,GA 30143, Store No 829|706-301-9011"
-83.648991,34.153192,"QT Travel Center [Auto Diesel]-Jefferson,GA","5240 US Hwy 129 N [I-85 Exit 137], Jefferson,GA 30549, Store No 737|706-693-4381"
-84.3633118,33.5318642,"QT [Auto Diesel]-Jonesboro,GA","8140 Tara Blvd, Jonesboro,GA 30236, Store No 799|770-473-7242"
-84.362471,33.514714,"QT-Jonesboro,GA","8805 Tara Blvd, Jonesboro,GA 30236, Store No 756|770-477-4620"
-84.591203,33.995787,"QT [Auto Diesel]-Kennesaw,GA","1400 Earnest Barrett Pkwy, Kennesaw,GA 30152, Store No 1715|470-336-4990"
-84.621719,34.020124,"QT-Kennesaw,GA","2761 Cobb Pkwy, Kennesaw,GA 30152, Store No 753|678-581-0874"
-84.557333,34.057698,"QT-Kennesaw,GA","4340 Bells Ferry Rd, Kennesaw,GA 30144, Store No 752|770-591-0679"
-84.5928946,34.06109,"QT [Auto Diesel]-Kennesaw,GA","4433 Wade Green Rd, Kennesaw,GA 30144, Store No 835|770-420-3358"
-83.9909023,34.0347017,"QT [Auto Diesel]-Kennesaw,GA","1055 Old Peachtree Rd, Lawrenceville,GA 30043, Store No 755|770-277-1373"
-84.0373065,33.9677799,"QT [Auto Diesel]-Lawrenceville,GA","1094 Duluth Hwy, Lawrenceville,GA 30043, Store No 759|770-237-0666"
-83.9882845,33.9548302,"QT-Lawrenceville,GA","200 S Clayton St, Lawrenceville,GA 30046, Store No 725|678-407-1026"
-84.058912,33.888035,"QT-Lawrenceville,GA","2949 Five Forks Trickum Rd, Lawrenceville,GA 30044, Store No 751|770-736-0323"
-84.105409,33.909069,"QT-Lawrenceville,GA","3747 Us Hwy 29, Lawrenceville,GA 30044, Store No 790|770-921-0823"
-84.0001373,33.9174004,"QT [Auto Diesel]-Lawrenceville,GA","5050 Sugarloaf Pkwy, Lawrenceville,GA 30045, Store No 740|770-513-1505"
-84.014083,33.966841,"QT-Lawrenceville,GA","741 W Pike St, Lawrenceville,GA 30045, Store No 700|770-995-1180"
-83.984921,33.981944,"QT [Auto Diesel]-Lawrenceville,GA","765 Buford Dr, Lawrenceville,GA 30045, Store No 764|770-237-3922"
-84.621583,33.788436,"QT-Lithia Springs,GA","611 Thornton Rd, Lithia Springs,GA 30122, Store No 720|678-945-0186"
-84.1687546,33.706295,"QT [Auto Diesel]-Lithonia,GA","2776 Panola Rd, Lithonia,GA 30058, Store No 747|770-808-0079"
-84.101602,33.784968,"QT-Lithonia,GA","7225 Rockbridge Rd, Lithonia,GA 30058, Store No 722|770-413-7177"
-84.123458,33.354414,"QT [Auto Diesel]-Locust Grove,GA","4829 Bill Gardner Pkwy, Locust Grove,GA 30248, Store No 837|770-957-4136"
-83.890207,33.833937,"QT-Loganville,GA","4675 Atlanta Hwy, Loganville,GA 30052, Store No 796|770-554-0298"
-84.537007,33.781066,"QT [Auto Diesel]-Mableton,GA","7130 Mableton Pkwy, Mableton,GA 30126, Store No 738|770-941-3206"
-84.552221,34.013945,"QT-Marietta,GA","105 Earnest Barrett Pkwy NW, Marietta,GA 30066, Store No 775|770-919-1320"
-84.549675,33.920727,"QT [Auto Diesel]-Marietta,GA","1350 S Cobb Dr SE, Marietta,GA 30060, Store No 713|678-290-1602"
-84.497087,33.951426,"QT-Marietta,GA","1900 Lower Roswell Rd, Marietta,GA 30068, Store No 806|678-560-7240"
-84.460972,33.978691,"QT [Auto Diesel]-Marietta,GA","3110 Roswell Rd, Marietta,GA 30062, Store No 749|770-579-9277"
-84.534196,33.943255,"QT [Auto Diesel]-Marietta,GA","600 S Marietta Pkwy, Marietta,GA 30060, Store No 845|770-919-2096"
-84.505953,33.93702,"QT-Marietta,GA","640 Franklin Rd, Marietta,GA 30067, Store No 719|770-425-7518"
-84.537561,33.968711,"QT-Marietta,GA","671 N Cobb Pkwy, Marietta,GA 30062, Store No 815|770-424-9202"
-84.5567022,33.935631,"QT [Auto Diesel]-Marietta,GA","692 Powder Springs Rd, Marietta,GA 30064, Store No 727|770-427-1147"
-84.5260162,33.9958076,"QT [Auto Diesel]-Marietta,GA","825 Sandy Plains Rd, Marietta,GA 30062, Store No 743|770-579-9900"
-84.204962,33.462337,"QT-Mcdonough,GA","1494 Jonesboro Rd, Mcdonough,GA 30253, Store No 820|770-898-9020"
-84.178713,33.431832,"QT-Mcdonough,GA","50 Willow Lane, Mcdonough,GA 30253, Store No 783|770-898-0388"
-84.165419,33.408396,"QT-Mcdonough,GA","955 Highway 155, Mcdonough,GA 30253, Store No 842|770-914-6176"
-84.314529,33.56903,"QT-Morrow,GA","6801 Mt Zion Blvd, Morrow,GA 30260, Store No 791|678-422-9660"
